,Name,Address,City State ZIP,ZIP,Number of Sites,Url,latitude,longitude
443,Shepherd Mobile Estates,"40 Glenbrook Lane,","Fisher, IL",61843.0,Not found,https://www.mhvillage.com/parks/10208,,
444,Neild's Mobile Manor,"1710 N Main St,","Georgetown, IL",61846.0,Not found,https://www.mhvillage.com/parks/11485,,
445,Shelbys Mh Park,"710 Mill Rd,","Georgetown, IL",61846.0,Not found,https://www.mhvillage.com/parks/57895,,
446,Camelot Estates,"2380 County Road 3100 N,","Gifford, IL",61847.0,11,https://www.mhvillage.com/parks/57893,,
447,Candlewood Estates,"808 North Prairie View Road,","Mahomet, IL",61853.0,650,https://www.mhvillage.com/parks/10211,,
448,Carriage Estates Mobile Home Park,"601 Carriage Drive,","Monticello, IL",61856.0,26,https://www.mhvillage.com/parks/11167,,
449,Monroe Street Mobile Home Park,"353 West Monroe Street,","Monticello, IL",61856.0,Not found,https://www.mhvillage.com/parks/11168,,
450,Cramer Trailer Haven,"6 Carter Dr,","Oakwood, IL",61858.0,Not found,https://www.mhvillage.com/parks/57775,,
451,Lawndale Mh Park,"2630 Batestown Rd,","Oakwood, IL",61858.0,Not found,https://www.mhvillage.com/parks/57774,,
452,Lake Bluff Mobile Home Park,"20 Pattie Dr,","Oakwood, IL",61858.0,123,https://www.mhvillage.com/parks/11497,,
453,Maplewood Estates,"1300 North Maplewood Drive,","Rantoul, IL",61866.0,112,https://www.mhvillage.com/parks/10224,,
454,Fountain Valley,"1 Fountain Valley,","Rantoul, IL",61866.0,190,https://www.mhvillage.com/parks/10218,,
455,"Heritage Meadows MHC, LLC","600 South Maplewood Drive,","Rantoul, IL",61866.0,227,https://www.mhvillage.com/parks/10219,,
456,Rancho Rantoul Estates,"8 Mahoning Avenue,","Rantoul, IL",61866.0,2,https://www.mhvillage.com/parks/128982,,
457,Abe's Estates,"1140 North Century Boulevard,","Rantoul, IL",61866.0,Not found,https://www.mhvillage.com/parks/10213,,
458,Eastside Mobile Home Village,"1938 County Road 3000 N,","Rantoul, IL",61866.0,Not found,https://www.mhvillage.com/parks/10216,,
459,Youngstown Estates,"2 Mahoning Avenue,","Rantoul, IL",61866.0,Not found,https://www.mhvillage.com/parks/10220,,
460,Cooper Estates,"County Rd 1600 N,","Seymour, IL",61875.0,16,https://www.mhvillage.com/parks/11720,,
461,G&C Estates,"107 N Grant,","Seymour, IL",61875.0,Not found,https://www.mhvillage.com/parks/107046,,
462,Westview Manor,"Sheridan Center-West St,","Seymour, IL",61875.0,Not found,https://www.mhvillage.com/parks/107058,,
463,Horizon Estates Mh Park,"900 W Central Ave,","Thomasboro, IL",61878.0,Not found,https://www.mhvillage.com/parks/57666,,
464,The Oaks MHP,"90 The Oaks,","Tolono, IL",61880.0,126,https://www.mhvillage.com/parks/10241,,
465,Pleasant Plains Mobile Home Park,"790 County Road 800 North,","Tolono, IL",61880.0,22,https://www.mhvillage.com/parks/10242,,
466,Country Aire Mobile Home Park,"16572 East 1200 North Road,","Westville, IL",61883.0,Not found,https://www.mhvillage.com/parks/11500,,
467,Atwood MHC West,"302 S Indiana St,","Atwood, IL",61913.0,Not found,https://www.mhvillage.com/parks/107294,,
468,North Side Mobile Home Park,"18 N First St,","Bethany, IL",61914.0,Not found,https://www.mhvillage.com/parks/106974,,
469,University Estates,"775 W. Elm Ave.,","Charleston, IL",61920.0,98,https://www.mhvillage.com/parks/10317,,
470,Longacre Estates,"530 Reynolds Dr., #137,","Charleston, IL",61920.0,124,https://www.mhvillage.com/parks/10312,,
471,Eastern Estates,"505 North Division Street,","Charleston, IL",61920.0,125,https://www.mhvillage.com/parks/10314,,
472,Brooks Mh Park,"513 Reynolds Dr,","Charleston, IL",61920.0,Not found,https://www.mhvillage.com/parks/58008,,
473,Fairview Mh Park,"617 W State St,","Charleston, IL",61920.0,Not found,https://www.mhvillage.com/parks/10310,,
474,Mercer Mobile Home Court,"1600 Tyler Ave,","Charleston, IL",61920.0,Not found,https://www.mhvillage.com/parks/10313,,
475,Shady Point Mobile Home Court,"520 W Madison Ave,","Charleston, IL",61920.0,Not found,https://www.mhvillage.com/parks/58003,,
476,Slifer's Rancho Mobile Home Park,"1801 Madison Avenue,","Charleston, IL",61920.0,Not found,https://www.mhvillage.com/parks/10315,,
477,Seven Hickory Estates,"17336 E County Rd 1400N,","Charleston, IL",61920.0,Not found,https://www.mhvillage.com/parks/58004,,
478,Lakeview Ranch,"1 Lakeview Road,","Gays, IL",61928.0,137,https://www.mhvillage.com/parks/74510,,
479,Heights,"Jefferson St,","Humboldt, IL",61931.0,14,https://www.mhvillage.com/parks/10319,,
480,Lakeland Estates Mobile Home and RV Park,"4808 Paradise Road,","Mattoon, IL",61938.0,93,https://www.mhvillage.com/parks/10324,,
481,Wilson Mobile Home Park,"812 N 9th St,","Mattoon, IL",61938.0,95,https://www.mhvillage.com/parks/82,,
482,Old State Village,"5294 Old State Road,","Mattoon, IL",61938.0,200,https://www.mhvillage.com/parks/10326,,
483,Mattoon Mobile Village,"609 Marion Avenue,","Mattoon, IL",61938.0,45,https://www.mhvillage.com/parks/10325,,
484,Bennett Trailer Park,"1512 Shelby Ave,","Mattoon, IL",61938.0,Not found,https://www.mhvillage.com/parks/106970,,
485,Green Acres MHC,"10055 Us Hwy 45,","Mattoon, IL",61938.0,Not found,https://www.mhvillage.com/parks/106842,,
486,Cherrypoint Mobile Home Park,"607 Cherry Point Road,","Paris, IL",61944.0,Not found,https://www.mhvillage.com/parks/10479,,
487,New Haven Mobile Home Park,"319 West Blackburn Road,","Paris, IL",61944.0,Not found,https://www.mhvillage.com/parks/10481,,
488,Paris Mh Park,"105 Ann St,","Paris, IL",61944.0,Not found,https://www.mhvillage.com/parks/57757,,
489,Sutton Place,"1244 N Main St,","Paris, IL",61944.0,Not found,https://www.mhvillage.com/parks/106870,,
490,Sullivan MHP South,"208 Patterson Road,","Sullivan, IL",61951.0,66,https://www.mhvillage.com/parks/103917,,
491,Sullivan MHP North,"722 W. Hunter St.,","Sullivan, IL",61951.0,73,https://www.mhvillage.com/parks/103915,,
492,Parkview Mobile Home Court,"1 Parkview Trailer Court,","Tuscola, IL",61953.0,30,https://www.mhvillage.com/parks/10468,,
493,Prairie View Acres,"932 East County Road 750 North,","Tuscola, IL",61953.0,26,https://www.mhvillage.com/parks/37534,,
494,Okaw Mobile Home Court,"801 North Carico Street,","Tuscola, IL",61953.0,100,https://www.mhvillage.com/parks/10467,,
495,Elmwood Estates,"401 E Walnut St,","Villa Grove, IL",61956.0,Not found,https://www.mhvillage.com/parks/57650,,
496,Waymire Mobile Home Park,"Waymire Ln,","Villa Grove, IL",61956.0,Not found,https://www.mhvillage.com/parks/107196,,
497,Windsor Mobile Home Park,"505 S Oak St,","Windsor, IL",61957.0,Not found,https://www.mhvillage.com/parks/57624,,
498,Enchanted Village,"246 Wonderland Dr.,","Alton, IL",62002.0,521,https://www.mhvillage.com/parks/10926,38.9192424,-90.1000655
499,Glenwood,"3431 Seminary Street,","Alton, IL",62002.0,63,https://www.mhvillage.com/parks/10924,,
500,Rockspring Mobile Home Park,"2115 College Avenue,","Alton, IL",62002.0,Not found,https://www.mhvillage.com/parks/10925,,
501,Newcastle Park LLC,"1410 West Dr,","Bethalto, IL",62010.0,33,https://www.mhvillage.com/parks/10932,,
502,Airport Mobile Home Park,"500 W Bethalto Drive,","Bethalto, IL",62010.0,Not found,https://www.mhvillage.com/parks/10927,,
503,Beth Mor Mobile Home Park,"750 South Moreland Road,","Bethalto, IL",62010.0,89,https://www.mhvillage.com/parks/10928,,
504,Pohlmans Mobile Home Court,"900 Maple St,","Carrollton, IL",62016.0,Not found,https://www.mhvillage.com/parks/58035,,
505,Neumann's Old Oak Ridge Manufactured Home Community,"100 S Wesley Dr,","East Alton, IL",62024.0,54,https://www.mhvillage.com/parks/10951,,
506,Shady Lane Mobile Home Park,"144 E Alton Ave,","East Alton, IL",62024.0,Not found,https://www.mhvillage.com/parks/57931,,
507,Airline Mh Village,"11 Fern Lane,","East Alton, IL",62024.0,Not found,https://www.mhvillage.com/parks/10947,,
508,Fairfax Mobile Home Park,"210 Cooper Avenue,","East Alton, IL",62024.0,Not found,https://www.mhvillage.com/parks/10948,,
509,Moores Mobile Home Park,"226 Virginia St,","East Alton, IL",62024.0,Not found,https://www.mhvillage.com/parks/10950,,
510,Quail Run Mobile Home Community,"5100 Kay Lane,","Edwardsville, IL",62025.0,67,https://www.mhvillage.com/parks/10958,,
511,Stone Meadows Mobile Home Park,"2900 Sand Road,","Edwardsville, IL",62025.0,284,https://www.mhvillage.com/parks/11696,,
512,Serenity Circle Mobile Home Park,"5261 Chain Of Rocks Road,","Edwardsville, IL",62025.0,Not found,https://www.mhvillage.com/parks/10959,,
513,West Union Mobile Home Court,"436 W Union St,","Edwardsville, IL",62025.0,Not found,https://www.mhvillage.com/parks/57923,,
514,Cappelatti Washburn Court,"600 Charles St,","Gillespie, IL",62033.0,Not found,https://www.mhvillage.com/parks/57892,,
515,"East 30 Commons MHC, LLC","81 Glen Crossing Road,","Glen Carbon, IL",62034.0,95,https://www.mhvillage.com/parks/10960,,
516,Wheel Ranch Mobile Home Park,"1 Wheel Ranch Park,","Glen Carbon, IL",62034.0,32,https://www.mhvillage.com/parks/10945,,
517,Coachlight Mobile Home Park,"170 Coachlight Trailer Park,","Glen Carbon, IL",62034.0,Not found,https://www.mhvillage.com/parks/106852,,
518,Poplar Mobile Home Court,"5306 Godfrey Rd,","Godfrey, IL",62035.0,Not found,https://www.mhvillage.com/parks/57889,,
519,Kanallakan Court,"30106 Ingham Ln,","Godfrey, IL",62035.0,Not found,https://www.mhvillage.com/parks/107348,,
520,Oak Grove,"2716 West Delmar Ave.,","Godfrey, IL",62035.0,73,https://www.mhvillage.com/parks/10962,,
521,Sunny Hill,"20355 State Highway 3,","Grafton, IL",62037.0,Not found,https://www.mhvillage.com/parks/57888,,
522,Mallard Lake,"135 Mallard Dr.,","Pontoon Beach, IL",62040.0,278,https://www.mhvillage.com/parks/29231,,
523,"Village Green MHC, LLC","3801 Lake Drive,","Pontoon Beach, IL",62040.0,135,https://www.mhvillage.com/parks/10977,,
524,Windsor Village,"4664 State Route 162,","Pontoon Beach, IL",62040.0,110,https://www.mhvillage.com/parks/29408,,
525,Edwards MHP,"3113 W Chain Of Rocks Rd,","Granite City, IL",62040.0,65,https://www.mhvillage.com/parks/57882,,
526,Sunny Shores Mobile Estates,"3120 W Chain Rocks Road,","Granite City, IL",62040.0,130,https://www.mhvillage.com/parks/10976,,
527,66 Mobile Home Park,"5445 Maryville Rd,","Granite City, IL",62040.0,Not found,https://www.mhvillage.com/parks/57885,,
528,Chain Of Rocks,"3123 W Chain Of Rocks Rd,","Granite City, IL",62040.0,Not found,https://www.mhvillage.com/parks/57884,,
529,"Holiday Estates MHC, LLC","4419 Horeshoe Lake Road,","Pontoon Beach, IL",62040.0,217,https://www.mhvillage.com/parks/10967,,
530,Park Towne West Mobile Home Park,"1A Parktown Drive,","Granite City, IL",62040.0,Not found,https://www.mhvillage.com/parks/10972,,
531,Cottonwood Mobile Home Park,"4140 Division Street,","Granite City, IL",62040.0,Not found,https://www.mhvillage.com/parks/10965,,
532,Country Mobile Home Park,"4536 Highway 162,","Granite City, IL",62040.0,Not found,https://www.mhvillage.com/parks/57883,,
533,Lakewind Estates,"4734 Lake Dr,","Pontoon Beach, IL",62040.0,Not found,https://www.mhvillage.com/parks/107124,,
534,Lakewind Estates,"4734 Lake Dr,","Pontoon Beach, IL",62040.0,Not found,https://www.mhvillage.com/parks/107126,,
535,Lazy D Mh Park,"732 E Chain Of Rocks Rd,","Granite City, IL",62040.0,Not found,https://www.mhvillage.com/parks/57881,,
536,Hartford Mobile Home Park,"902 North Delmar Avenue,","Hartford, IL",62048.0,Not found,https://www.mhvillage.com/parks/10978,,
537,Tri Lake Mobile Home Park,"22747 Miller Lake Rd.,","Jerseyville, IL",62052.0,42,https://www.mhvillage.com/parks/10664,,
538,Kamper Kompanion Mobile Home Park,"18388 East Frontage Road,","Litchfield, IL",62056.0,Not found,https://www.mhvillage.com/parks/11099,,
539,Three Acre Court,"115 E Main St,","Staunton, IL",62088.0,Not found,https://www.mhvillage.com/parks/57685,,
540,Rocwood Mobile Home Park,"45 Carroll Wood Drive,","Wood River, IL",62095.0,112,https://www.mhvillage.com/parks/10989,,
541,Belmont Mobile Home Park,"5200 Collinsville Road,","East Saint Louis, IL",62201.0,Not found,https://www.mhvillage.com/parks/11362,,
542,Forum Mobile Home Park,"5300 Collinsville Road,","East Saint Louis, IL",62201.0,Not found,https://www.mhvillage.com/parks/11366,,
543,Havahome Mobile Home Park,"5100 Collinsville Road,","East Saint Louis, IL",62201.0,Not found,https://www.mhvillage.com/parks/11367,,
544,Shamrock Haven,"3107 Kingshighway,","East Saint Louis, IL",62201.0,Not found,https://www.mhvillage.com/parks/36210,,
545,Illinoi Mh Park,"5598 Collinsville Rd,","East Saint Louis, IL",62201.0,Not found,https://www.mhvillage.com/parks/57926,,
546,K & W,"1105 North 79th Street,","East Saint Louis, IL",62203.0,Not found,https://www.mhvillage.com/parks/11368,,
547,Park Manor Estates,"1120 North 79th Street,","East Saint Louis, IL",62203.0,Not found,https://www.mhvillage.com/parks/11374,,
548,Santa Barbara Village,"6 Santa Barbara Lane,","East Saint Louis, IL",62203.0,Not found,https://www.mhvillage.com/parks/11378,,
549,Pheasant Run Mobile Home Community,"87 Circle Creek Lane,","Cahokia, IL",62206.0,123,https://www.mhvillage.com/parks/11377,,
550,Colonial,"2820 Calvin Boulevard,","East Saint Louis, IL",62206.0,Not found,https://www.mhvillage.com/parks/11364,,
551,Lazy Acres Mobile Home Park,"2800 Calvin Boulevard,","East Saint Louis, IL",62206.0,Not found,https://www.mhvillage.com/parks/11370,,
552,Patricia Village,"2900 Camp Jackson Rd,","Cahokia, IL",62206.0,Not found,https://www.mhvillage.com/parks/58062,,
553,Thunderbird Court,"2839 Camp Jackson Road,","East Saint Louis, IL",62206.0,Not found,https://www.mhvillage.com/parks/11380,,
554,Daland Court,"200 N 45th St,","Alorton, IL",62207.0,Not found,https://www.mhvillage.com/parks/58128,,
555,Arapaho Village,"135 Arapaho Drive,","Belleville, IL",62220.0,147,https://www.mhvillage.com/parks/11306,,
556,Sycamore Glen,"Periwinkle  Circle,","Belleville, IL",62220.0,Not found,https://www.mhvillage.com/parks/127582,,
557,Green Mount Station,"1701 Mascoutah Ave,","Belleville, IL",62221.0,96,https://www.mhvillage.com/parks/27863,,
558,Meadowbrook,"2512 E B Street, Unit B,","Belleville, IL",62221.0,176,https://www.mhvillage.com/parks/11322,,
559,Oak Park Estates,"1200 West Blvd,","Belleville, IL",62221.0,85,https://www.mhvillage.com/parks/11691,,
560,Pine Lawn Mobile Home Estates,"2414 East Main Street,","Belleville, IL",62221.0,49,https://www.mhvillage.com/parks/11326,,
561,Cat & Fiddle Mobile Home Park,"8301 Old Saint Louis Road,","Belleville, IL",62223.0,Not found,https://www.mhvillage.com/parks/11308,,
562,Sutter's Mobile Home Park,"2805 South Belt West,","Belleville, IL",62223.0,Not found,https://www.mhvillage.com/parks/11333,,
563,Villa Court Mobile Home Park,"340 Princeton Dr,","Belleville, IL",62223.0,Not found,https://www.mhvillage.com/parks/11336,,
564,Dutch Hollow,"2495 Royal Mine Road,","Belleville, IL",62226.0,464,https://www.mhvillage.com/parks/11314,,
565,Country Meadows Manufactured Home Community & RV,"2211 North Illinois Street,","Swansea, IL",62226.0,231,https://www.mhvillage.com/parks/11312,,
566,McDonald Mobile Homes & RV,"N Belt W &Amp; N Illinois St,","Swansea, IL",62226.0,73,https://www.mhvillage.com/parks/127652,,
567,Pine Manor,"1750 Roosevelt Ave,","Belleville, IL",62226.0,Not found,https://www.mhvillage.com/parks/31719,,
568,M & M Mobile Manor,"1401 N Illinois St,","Swansea, IL",62226.0,Not found,https://www.mhvillage.com/parks/11320,,
569,Quail Run Mobile Home Community,"500 Anna Street,","Belleville, IL",62226.0,Not found,https://www.mhvillage.com/parks/11328,,
570,Shawn Mobile Home Park,"3 Shawn Drive,","Swansea, IL",62226.0,Not found,https://www.mhvillage.com/parks/11331,,
571,Westview Mobile Home Park,"3001 S Belt W,","Belleville, IL",62226.0,Not found,https://www.mhvillage.com/parks/11338,,
572,Cleveland Mobile Home Park,"4216 N Illinois St,","Swansea, IL",62226.0,Not found,https://www.mhvillage.com/parks/57674,,
573,Family Tree Park,"3213 S Belt,","Belleville, IL",62226.0,Not found,https://www.mhvillage.com/parks/107076,,
574,Varski Properties MHP #1,"2919 S Belt West Suite C,","Belleville, IL",62226.0,Not found,https://www.mhvillage.com/parks/107026,,
575,Swansea MHP,",","Swansea, IL",62226.0,Not found,https://www.mhvillage.com/parks/129240,,
576,Germains Mh Park,"1330 N 17th St,","Swansea, IL",62226.0,Not found,https://www.mhvillage.com/parks/57673,,
577,North Town Trailer Park,"1300 Block N 1st St,","Swansea, IL",62226.0,Not found,https://www.mhvillage.com/parks/106818,,
578,Swansea Village Mobile Home Park,"500 Ann St Swansea Il 62226,","Swansea, IL",62226.0,Not found,https://www.mhvillage.com/parks/106702,,
579,"VINUS, Inc. Mobile Home Park","1710 Ridge Street,","Carlyle, IL",62231.0,35,https://www.mhvillage.com/parks/10295,,
580,Carlyle Mobile Home Park,"410 Ridge,","Carlyle, IL",62231.0,6,https://www.mhvillage.com/parks/10293,,
581,Quinns Mobile Home Park,"110 6th St,","Carlyle, IL",62231.0,Not found,https://www.mhvillage.com/parks/58037,,
582,S&W Mobile Home Park,"1450 Fairfax St,","Carlyle, IL",62231.0,Not found,https://www.mhvillage.com/parks/107210,,
583,Willow Woods Estates,"1166 Hollywood Heights Road,","Caseyville, IL",62232.0,41,https://www.mhvillage.com/parks/11347,,
584,Quail Run of Caseyville,"25 Willow Wood,","Caseyville, IL",62232.0,40,https://www.mhvillage.com/parks/105459,,
585,Countryside Gardens,"10 Susanne Court,","Caseyville, IL",62232.0,Not found,https://www.mhvillage.com/parks/11344,,
586,Bethel Terrace Mh Park,"21 Roberta Dr,","Caseyville, IL",62232.0,Not found,https://www.mhvillage.com/parks/11341,,
587,C & L Mobile Home Park,"840 Hollywood Heights Rd,","Caseyville, IL",62232.0,Not found,https://www.mhvillage.com/parks/58027,,
588,Chevy Chase Mobile Home Park,"8649 Forest Boulevard,","Caseyville, IL",62232.0,Not found,https://www.mhvillage.com/parks/11342,,
589,Mc Nallys Mh Community,"103 Southern Dr,","Caseyville, IL",62232.0,Not found,https://www.mhvillage.com/parks/11345,,
590,Quiet Point Village,"Quiet Point Rd,","Caseyville, IL",62232.0,Not found,https://www.mhvillage.com/parks/106936,,
591,Highland Acres Village,"Central St,","Chester, IL",62233.0,90,https://www.mhvillage.com/parks/11178,,
592,Woodland Trails,"82 Deer Chase,","Collinsville, IL",62234.0,287,https://www.mhvillage.com/parks/65054,,
593,Mounds Mobile Home Park,"8040 Collinsville Road,","Collinsville, IL",62234.0,27,https://www.mhvillage.com/parks/29090,,
594,Carriage Lane Mobile Home Park,"104 East Woodcrest Drive,","Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/10935,,
595,Collinsville Mh Community,"723 Vandalia St,","Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/10936,,
596,Greenwood Mh Park,"1332 Leland St,","Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/57971,,
597,Kesler Trailer Park,"1226 Portland Ave,","Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/57970,,
598,Sunset Mobile Home Park,"201 Art St,","Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/57966,,
599,Trailer City MHP,"811 N Bluff Rd,","Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/57965,,
600,Wagon Wheel,"304 Meister St,","Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/10933,,
601,Westwood Mobile Home Park,"216 West Woodcrest Drive,","Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/10941,,
602,Columbia Trailer Park,"548 South Main Street,","Columbia, IL",62236.0,Not found,https://www.mhvillage.com/parks/11090,,
603,LepereVillage,"69 Lepere Ct,","Dupo, IL",62239.0,100,https://www.mhvillage.com/parks/11351,,
604,Stoneybrook Manufactured Home Community,"62 Stoney At Adams Road,","Dupo, IL",62239.0,140,https://www.mhvillage.com/parks/29949,,
605,Bluffview,"488 Mcbride Avenue,","Dupo, IL",62239.0,8,https://www.mhvillage.com/parks/11348,,
606,Briggs Mobile Home Park,"112 Wallace Avenue,","Dupo, IL",62239.0,14,https://www.mhvillage.com/parks/11349,,
607,Town Talk Mh Park,"532 Mcbride Ave Lot A,","Dupo, IL",62239.0,Not found,https://www.mhvillage.com/parks/57937,,
608,Kelling's Mobile Home Park,"401 Kellings Farm Road,","East Carondelet, IL",62240.0,19,https://www.mhvillage.com/parks/11359,,
609,E & S Mobile Home Park,"Alex & Eddie Street,","East Carondelet, IL",62240.0,Not found,https://www.mhvillage.com/parks/11353,,
610,Deerfield Court Mobile Home Park,"58 Deerfield Court,","Freeburg, IL",62243.0,100,https://www.mhvillage.com/parks/11386,,
611,Cardinal Estates,"S Walnut St,","Freeburg, IL",62243.0,Not found,https://www.mhvillage.com/parks/11385,,
612,Harris Mobile Home Court,"1 N Walnut St,","Freeburg, IL",62243.0,Not found,https://www.mhvillage.com/parks/11387,,
613,Lackmann's Mobile Home Park,"302 North Railroad Street,","Freeburg, IL",62243.0,Not found,https://www.mhvillage.com/parks/11388,,
614,Lazy Acres,"8231 Jefferson Rd,","Freeburg, IL",62243.0,Not found,https://www.mhvillage.com/parks/11389,,
615,2 Creeks Community,"1323 Gold Street,","Greenville, IL",62246.0,100,https://www.mhvillage.com/parks/10155,,
616,South Greenville M H Subdivision,"696 Il Route 127,","Greenville, IL",62246.0,Not found,https://www.mhvillage.com/parks/57874,,
617,Cedar Park,"Davis St,","Keyesport, IL",62253.0,Not found,https://www.mhvillage.com/parks/107056,,
618,Lakeview Mobile Home Park,"850 West Mc Allister Street,","Lebanon, IL",62254.0,Not found,https://www.mhvillage.com/parks/11392,,
619,Parkview Terrace Mh Park,"677 Scott Troy Rd,","Lebanon, IL",62254.0,Not found,https://www.mhvillage.com/parks/57840,,
620,Marissa Mobile Estates,"300 West Mill Street,","Marissa, IL",62257.0,37,https://www.mhvillage.com/parks/11396,,
621,Holland Mobile Home Park,"301 Mine Road,","Mascoutah, IL",62258.0,34,https://www.mhvillage.com/parks/11402,,
622,Mascoutah Acres,"300 South Independence Street,","Mascoutah, IL",62258.0,Not found,https://www.mhvillage.com/parks/11404,,
623,Mascoutah Manor,"615 East South Street,","Mascoutah, IL",62258.0,Not found,https://www.mhvillage.com/parks/36642,,
624,Hilltop Court Mobile Home Park,"8835 State Route 163,","Millstadt, IL",62260.0,Not found,https://www.mhvillage.com/parks/57814,,
625,Cozy Acres,"314 North Jefferson Street,","Millstadt, IL",62260.0,Not found,https://www.mhvillage.com/parks/11407,,
626,Nashville Mobile Home Park,"1149 South Mill Street,","Nashville, IL",62263.0,64,https://www.mhvillage.com/parks/11525,,
627,New Athens Mobile Home Park,"2234 Dormaru Drive,","New Athens, IL",62264.0,82,https://www.mhvillage.com/parks/11409,,
628,Heather Lynn Estates,"98 White Oak Drive,","New Baden, IL",62265.0,64,https://www.mhvillage.com/parks/52185,,
629,Rensing Mobile Home Park,"Rr 1,","New Baden, IL",62265.0,Not found,https://www.mhvillage.com/parks/57782,,
630,Lake Suzanne,"301 North Main Street,","Shiloh, IL",62269.0,103,https://www.mhvillage.com/parks/11412,,
631,Valley View Estates,"100 Julius Dr.,","Shiloh, IL",62269.0,233,https://www.mhvillage.com/parks/11690,,
632,Castle Acres,"1713 West Us Hwy 50, #60,","O Fallon, IL",62269.0,167,https://www.mhvillage.com/parks/11410,,
633,Shiloh Mobile Home Park,"109 South High Street,","O Fallon, IL",62269.0,52,https://www.mhvillage.com/parks/11419,,
634,S & H O Fallon Mobile Home Park,"1605 West Us Highway 50,","O Fallon, IL",62269.0,Not found,https://www.mhvillage.com/parks/11417,,
635,Crossroad Terrace East,"1820 Crestview Drive,","O Fallon, IL",62269.0,Not found,https://www.mhvillage.com/parks/11411,,
636,Washington Springs Estates,"305 East Taylor Avenue,","Okawville, IL",62271.0,Not found,https://www.mhvillage.com/parks/11526,,
637,Country View Mobile Home Community,"134 County Lane West,","Pierron, IL",62273.0,122,https://www.mhvillage.com/parks/10160,,
638,Holders Mobile Home Park,"Rr 1,","Pinckneyville, IL",62274.0,40,https://www.mhvillage.com/parks/11164,,
639,Evergreen Estates,"111 New St,","Pinckneyville, IL",62274.0,Not found,https://www.mhvillage.com/parks/107000,,
640,Knapps Trailer Park,"202 E Brown St,","Pinckneyville, IL",62274.0,Not found,https://www.mhvillage.com/parks/57752,,
641,Westside Trailer Park,"5132 State Route 13,","Pinckneyville, IL",62274.0,Not found,https://www.mhvillage.com/parks/57749,,
642,Bluff View Mobile Home Park,"Oliver St And Connor St,","Prairie Du Rocher, IL",62277.0,Not found,https://www.mhvillage.com/parks/107180,,
643,Henry's Court Mobile Home Park,"101 E 1st St,","Ruma, IL",62278.0,Not found,https://www.mhvillage.com/parks/107004,,
644,Knotty Pines,"707 Catherine Drive,","Red Bud, IL",62278.0,120,https://www.mhvillage.com/parks/11185,,
645,Gaslight Mobile Home Park,"200 Lincoln St,","Red Bud, IL",62278.0,Not found,https://www.mhvillage.com/parks/57728,,
646,Ron's Court,"1 Fountain Ln,","Red Bud, IL",62278.0,Not found,https://www.mhvillage.com/parks/107376,,
647,Cottonwood Trailer Park,"10576 Keck Rd,","Saint Jacob, IL",62281.0,Not found,https://www.mhvillage.com/parks/107290,,
648,Country Air Mobile Manor,"301 North Lincoln Street,","Smithton, IL",62285.0,96,https://www.mhvillage.com/parks/11422,,
649,Park Estates Mobile Home Park,"69 Park Estates,","Sparta, IL",62286.0,82,https://www.mhvillage.com/parks/11192,,
650,Belmont Court,"321 W Belmont St,","Sparta, IL",62286.0,Not found,https://www.mhvillage.com/parks/57701,,
651,Gemini Court,"7984 Gemini Ct,","Sparta, IL",62286.0,Not found,https://www.mhvillage.com/parks/107380,,
652,Heartland Manor M H C,"1202 W Broadway,","Steeleville, IL",62288.0,Not found,https://www.mhvillage.com/parks/57683,,
653,Shady Acres Mobile Home Park,"Ellis &Amp; Drew Sts,","Summerfield, IL",62289.0,Not found,https://www.mhvillage.com/parks/107366,,
654,Terry's Rental,"851 S Minnie St,","Tilden, IL",62292.0,Not found,https://www.mhvillage.com/parks/107420,,
655,Hutchings Mobile Home Park,"E 5th St,","Trenton, IL",62293.0,Not found,https://www.mhvillage.com/parks/106978,,
656,High Meadows Mobile Home Park,"426 Red Bird Street,","Troy, IL",62294.0,Not found,https://www.mhvillage.com/parks/10986,,
657,B&D Mobile Home Park,"306 E 4th St,","Waterloo, IL",62298.0,Not found,https://www.mhvillage.com/parks/107152,,
658,Greenbrier Mh Park,"506 W Mill St,","Waterloo, IL",62298.0,Not found,https://www.mhvillage.com/parks/57635,,
659,Halfpap Mobile Home Park,"Saint Anthony Road,","Quincy, IL",62301.0,50,https://www.mhvillage.com/parks/10129,,
660,Palm Gardens Mobile Home Park,"2401 South 8th Street,","Quincy, IL",62301.0,90,https://www.mhvillage.com/parks/10137,,
661,Worman Mobile Home Park,"1801 North 16th Street,","Quincy, IL",62301.0,Not found,https://www.mhvillage.com/parks/11663,,
662,North Park Place,"1510 Penthouse Drive,","Quincy, IL",62301.0,Not found,https://www.mhvillage.com/parks/10135,,
663,Quarantine Community,"4 Testing Parkway,","Quincy, IL",62301.0,Not found,https://www.mhvillage.com/parks/125565,,
